i,w,j1,j2,factor_e,exact_e_0,factor_c,calc_e_0,rad
209,209,-0.4848096202463369,-0.8746197071393959,1.0769230769230749,-19.03201058340028,0.8995918367346938,-17.494868833342444,1.1611111111111112
210,210,-0.5000000000000001,-0.8660254037844386,1.0769230769230729,-19.124355652982125,0.9073469387755104,-17.647124260627756,1.1666666666666667
211,211,-0.5150380749100542,-0.8571673007021123,1.0769230769230722,-19.21087525857032,0.8615419501133786,-17.551132164394634,1.1722222222222225
212,212,-0.5299192642332048,-0.8480480961564261,1.0769230769230735,-19.291543045454823,0.9482993197278912,-18.13547240962285,1.1777777777777778
213,213,-0.5446390350150271,-0.838670567945424,1.0769230769230735,-19.366334441446316,0.9061678004535147,-17.895684785207063,1.1833333333333331
214,214,-0.5591929034707467,-0.8290375725550418,1.076923076923073,-19.435226664361057,0.8776870748299319,-17.892116974342226,1.1888888888888889
215,215,-0.5735764363510462,-0.8191520442889918,1.076923076923071,-19.49819872896052,0.4320634920634921,-14.83652604139906,1.1944444444444444
216,216,-0.587785252292473,-0.8090169943749476,1.076923076923074,-19.55523145334387,0.7479365079365078,-17.43360430003984,1.2
217,217,-0.6018150231520484,-0.7986355100472928,1.076923076923073,-19.60630746479078,0.5913378684807258,-15.663352683360754,1.2055555555555555
218,218,-0.6156614753256582,-0.788010753606722,1.076923076923074,-19.65141120505332,0.7619501133786848,-16.698073117238295,1.211111111111111
219,219,-0.6293203910498376,-0.7771459614569708,1.0769230769230724,-19.690528935095298,0.7505215419501136,-17.190846434340514,1.2166666666666666
220,220,-0.6427876096865393,-0.766044443118978,1.0769230769230742,-19.72364873927723,0.8990929705215419,-18.311408328497212,1.2222222222222223
221,221,-0.656059028990507,-0.7547095802227721,1.076923076923073,-19.750760528985904,0.7350566893424038,-17.243829065179998,1.227777777777778
222,222,-0.6691306063588582,-0.7431448254773942,1.0769230769230735,-19.771856045707548,0.6839455782312924,-17.15063710871924,1.2333333333333334
223,223,-0.6819983600624984,-0.7313537016191706,1.076923076923074,-19.786928863543388,0.494920634920635,-15.400773745584312,1.238888888888889
224,224,-0.6946583704589974,-0.7193398003386511,1.076923076923072,-19.79597439116706,0.5994557823129254,-16.483680945767638,1.2444444444444445
225,225,-0.7071067811865475,-0.7071067811865477,1.076923076923074,-19.79898987322332,0.6392743764172337,-17.063954262920152,1.25
226,226,-0.7193398003386512,-0.6946583704589973,1.0769230769230718,-19.795974391167075,0.7923356009070294,-17.98743145023027,1.2555555555555555
227,227,-0.7313537016191705,-0.6819983600624986,1.0769230769230718,-19.786928863543345,0.6264852607709751,-16.073415456133972,1.261111111111111
228,228,-0.7431448254773944,-0.6691306063588581,1.0769230769230729,-19.77185604570756,0.9133786848072564,-18.43112333822472,1.2666666666666666
229,229,-0.754709580222772,-0.6560590289905073,1.076923076923073,-19.750760528985868,0.7211337868480726,-17.39421566622117,1.272222222222222
230,230,-0.7660444431189779,-0.6427876096865395,1.0769230769230729,-19.72364873927722,0.6412244897959184,-16.864526207636263,1.2777777777777777
231,231,-0.7771459614569706,-0.6293203910498378,1.0769230769230729,-19.690528935095344,0.586575963718821,-16.111113315259157,1.2833333333333334
232,232,-0.7880107536067221,-0.6156614753256581,1.0769230769230729,-19.65141120505332,0.8740136054421768,-18.328705501054745,1.288888888888889
233,233,-0.7986355100472928,-0.6018150231520483,1.076923076923073,-19.606307464790767,0.8908843537414965,-18.38512909383481,1.2944444444444445
234,234,-0.8090169943749473,-0.5877852522924732,1.076923076923072,-19.55523145334383,0.8511111111111112,-18.206992247972916,1.3
235,235,-0.8191520442889916,-0.5735764363510464,1.0769230769230749,-19.49819872896057,0.5811791383219956,-16.007882398046842,1.3055555555555556
236,236,-0.8290375725550418,-0.5591929034707466,1.076923076923073,-19.435226664361032,0.5876643990929707,-15.978637576494656,1.3111111111111111
237,237,-0.838670567945424,-0.544639035015027,1.076923076923072,-19.366334441446327,0.6232199546485261,-16.321399736678355,1.3166666666666669
238,238,-0.848048096156426,-0.529919264233205,1.0769230769230729,-19.291543045454823,0.4359637188208617,-15.492449742557469,1.3222222222222222
239,239,-0.8571673007021121,-0.5150380749100545,1.076923076923073,-19.210875258570336,0.5799546485260774,-15.894660444759976,1.3277777777777775
240,240,-0.8660254037844384,-0.5000000000000004,1.0769230769230722,-19.12435565298212,0.5796825396825398,-15.85176789749038,1.3333333333333333
241,241,-0.874619707139396,-0.4848096202463368,1.076923076923073,-19.03201058340024,0.5990476190476192,-15.84831174654168,1.3388888888888888
242,242,-0.882947592858927,-0.4694715627858907,1.076923076923073,-18.93386817902744,0.942857142857143,-18.11491979595158,1.3444444444444446
243,243,-0.8910065241883678,-0.4539904997395469,1.076923076923073,-18.82995833499081,0.5526984126984129,-15.505511473104066,1.35
244,244,-0.8987940462991668,-0.4383711467890777,1.0769230769230735,-18.72031270323544,0.903718820861678,-17.708652845979604,1.3555555555555556
245,245,-0.90630778703665,-0.4226182617406991,1.076923076923071,-18.60496468288286,0.5575963718820863,-15.49273276797298,1.3611111111111112
246,246,-0.913545457642601,-0.4067366430758001,1.0769230769230735,-18.483949410057612,0.6394557823129253,-15.919995209204158,1.3666666666666667
247,247,-0.9205048534524404,-0.3907311284892738,1.0769230769230749,-18.357303747184027,0.6180045351473924,-15.666456686218332,1.3722222222222222
248,248,-0.9271838545667872,-0.3746065934159123,1.0769230769230715,-18.225066271757807,0.671156462585034,-15.840086691197826,1.3777777777777778
249,249,-0.9335804264972016,-0.3583679495453007,1.0769230769230729,-18.08727726459504,0.5173696145124717,-15.264651023687415,1.3833333333333333
250,250,-0.9396926207859084,-0.3420201433256685,1.0769230769230724,-17.943978697562077,0.5815873015873017,-15.267319454203475,1.3888888888888888
251,251,-0.9455185755993168,-0.3255681544571566,1.0769230769230729,-17.795214220790655,0.4981405895691611,-14.82999318162909,1.3944444444444444
252,252,-0.9510565162951536,-0.3090169943749475,1.076923076923071,-17.64102914938142,0.535827664399093,-14.851393433744558,1.4
253,253,-0.9563047559630352,-0.2923717047227371,1.0769230769230735,-17.481470449600817,0.5716553287981861,-14.871659822748068,1.4055555555555554
254,254,-0.961261695938319,-0.2756373558169989,1.0769230769230729,-17.316586724574453,0.5806802721088437,-14.870344561948327,1.4111111111111112
255,255,-0.9659258262890684,-0.2588190451025206,1.0769230769230749,-17.146428199482273,0.5765079365079366,-14.778800883303022,1.4166666666666667
256,256,-0.9702957262759964,-0.2419218955996677,1.0769230769230762,-16.971046706259322,0.5835827664399095,-14.669318922210374,1.4222222222222225
257,257,-0.9743700647852352,-0.2249510543438652,1.0769230769230766,-16.79049566780746,0.6524263038548753,-14.869377487922597,1.4277777777777778
258,258,-0.9781476007338056,-0.2079116908177598,1.076923076923075,-16.604830081721936,0.6694784580498866,-14.860341804447888,1.4333333333333331
259,259,-0.981627183447664,-0.1908089953765446,1.0769230769230758,-16.414106503538918,0.3828571428571428,-13.289765090373594,1.4388888888888889
260,260,-0.984807753012208,-0.1736481776669303,1.0769230769230722,-16.21838302950793,0.533151927437642,-14.05255616326798,1.4444444444444444
261,261,-0.9876883405951375,-0.156434465040231,1.0769230769230744,-16.01771927889516,0.5472562358276645,-13.93155728591359,1.45
262,262,-0.9902680687415704,-0.1391731009600658,1.0769230769230749,-15.81217637582293,0.4296598639455783,-13.447748565187082,1.4555555555555555
263,263,-0.992546151641322,-0.1218693434051471,1.0769230769230715,-15.601816930650546,0.3217233560090702,-12.9181728961246,1.461111111111111
264,264,-0.9945218953682734,-0.1045284632676533,1.0769230769230722,-15.386705020902957,0.5708390022675738,-13.629870586777397,1.4666666666666666
265,265,-0.9961946980917455,-0.0871557427476582,1.0769230769230735,-15.166906171751696,0.5263038548752835,-13.367394530680576,1.4722222222222223
266,266,-0.9975640502598242,-0.0697564737441255,1.0769230769230724,-14.942487336055244,0.5594557823129253,-13.35284763532907,1.477777777777778
267,267,-0.9986295347545738,-0.0523359562429443,1.0769230769230735,-14.713516873965249,0.4574149659863946,-12.832989801524318,1.4833333333333334
268,268,-0.9993908270190958,-0.0348994967025007,1.0769230769230729,-14.480064532102356,0.5297052154195012,-12.932076448598444,1.488888888888889
269,269,-0.9998476951563912,-0.0174524064372834,1.0769230769230724,-14.242201422311432,0.4453061224489796,-12.672740150230211,1.4944444444444445
270,270,-1.0,-1.8369701987210294e-16,1.076923076923077,-14.000000000000016,0.5549659863945579,-12.677107479848562,1.5
271,271,-0.9998476951563912,0.0174524064372831,1.076923076923078,-13.753534042067487,0.5285714285714286,-12.48254362144342,1.5055555555555555
272,272,-0.9993908270190958,0.0348994967025012,1.0769230769230749,-13.502878624432332,0.3862585034013605,-11.868075202566022,1.511111111111111
273,273,-0.9986295347545738,0.0523359562429439,1.076923076923069,-13.24811009916282,0.492607709750567,-12.076489557652328,1.5166666666666666
274,274,-0.9975640502598244,0.0697564737441252,1.0769230769230738,-12.989306071219763,0.5233560090702948,-11.972355672364252,1.522222222222222
275,275,-0.9961946980917455,0.0871557427476578,1.0769230769230762,-12.726545374817212,0.2857596371882084,-10.47879970859294,1.5277777777777777
276,276,-0.9945218953682734,0.1045284632676529,1.0769230769230775,-12.4599080494087,0.2857596371882084,-10.321792773002038,1.5333333333333334
277,277,-0.992546151641322,0.1218693434051476,1.0769230769230769,-12.18947531530647,0.3558276643990929,-10.9819329643285,1.538888888888889
278,278,-0.9902680687415704,0.1391731009600654,1.076923076923079,-11.915329548941092,0.4526530612244899,-11.163950350500492,1.5444444444444445
279,279,-0.9876883405951378,0.1564344650402306,1.0769230769230802,-11.637554257768729,0.2858503401360543,-10.438634199518612,1.55
280,280,-0.984807753012208,0.1736481776669299,1.0769230769230749,-11.356234054833884,0.3045804988662131,-9.841272894471029,1.5555555555555556
281,281,-0.981627183447664,0.1908089953765451,1.0769230769230749,-11.071454632995655,0.3570068027210885,-10.364674843903602,1.5611111111111111
282,282,-0.9781476007338056,0.2079116908177594,1.076923076923082,-10.783302738824656,0.2857596371882084,-9.41865443560419,1.5666666666666669
283,283,-0.9743700647852352,0.2249510543438649,1.076923076923079,-10.491866146179202,0.2867573696145123,-9.406845870159056,1.5722222222222222
284,284,-0.9702957262759966,0.2419218955996674,1.0769230769230886,-10.19723362946873,0.3315646258503401,-9.836445367429151,1.5777777777777775
285,285,-0.9659258262890684,0.2588190451025203,0.6711895685170537,-10.00158414915019,0.3514739229024943,-9.76041877762786,1.5833333333333333
286,286,-0.9612616959383188,0.2756373558169994,0.6696352020025387,-10.05270860238969,0.2870294784580497,-9.364959891081288,1.5888888888888888
287,287,-0.9563047559630354,0.2923717047227367,0.6666245608412558,-10.106857375660272,0.2858956916099772,-8.759959429639027,1.5944444444444446
288,288,-0.9510565162951536,0.3090169943749472,0.6623712329559361,-10.163965715513354,0.3338775510204081,-9.186467993953174,1.6
289,289,-0.945518575599317,0.3255681544571563,0.6571486001456736,-10.22391443505203,0.3215873015873016,-8.682109665138265,1.6055555555555556
290,290,-0.9396926207859084,0.342020143325669,0.4369398669787143,-10.383928557595906,0.3406802721088435,-8.959728067293524,1.6111111111111112
291,291,-0.9335804264972016,0.3583679495453004,0.4287867602023211,-10.702279326322977,0.3582312925170068,-8.845293418422452,1.6166666666666667
292,292,-0.9271838545667874,0.3746065934159119,0.4218678683656097,-11.021805384055703,0.2975510204081631,-8.602433506313611,1.6222222222222222
293,293,-0.9205048534524404,0.3907311284892735,0.415750034644073,-11.340950854205644,0.290612244897959,-8.407532263941269,1.6277777777777778
294,294,-0.9135454576426012,0.4067366430757997,0.4102037747462727,-11.658896967072438,0.3047165532879818,-8.602222123636352,1.6333333333333333
295,295,-0.90630778703665,0.4226182617406996,0.4050948070258201,-11.975137094851908,0.3296598639455781,-9.066853082544885,1.6388888888888888
296,296,-0.898794046299167,0.4383711467890774,0.4003376598648599,-12.289315783428078,0.3264399092970521,-9.638203872990283,1.6444444444444444
297,297,-0.891006524188368,0.4539904997395466,0.3958740097462858,-12.601159124657489,0.341360544217687,-8.590059027609245,1.65
298,298,-0.8829475928589271,0.4694715627858904,0.3916617343833037,-12.910441307837043,0.3294331065759637,-9.285755392803766,1.6555555555555554
299,299,-0.8746197071393956,0.4848096202463373,0.3876689845929266,-13.216967130277594,0.3158276643990929,-8.75107567380017,1.6611111111111112
300,300,-0.8660254037844386,0.5000000000000001,0.3838707751525976,-13.520562187877005,0.3412244897959183,-9.288514720492133,1.6666666666666667
301,301,-0.8571673007021123,0.5150380749100542,0.3802469186879594,-13.821067036938182,0.3355555555555555,-11.749091242456847,1.6722222222222225
302,302,-0.8480480961564262,0.5299192642332047,0.3767807144183402,-14.118333537747548,0.3227210884353741,-10.644117187672803,1.6777777777777778
303,303,-0.8386705679454243,0.5446390350150266,0.3734580813304713,-14.412222460847884,0.3096145124716553,-12.134152385994748,1.6833333333333331
304,304,-0.8290375725550416,0.559192903470747,0.3702669640116814,-14.702601858102378,0.3336507936507936,-12.76180184635419,1.6888888888888889
305,305,-0.8191520442889918,0.573576436351046,0.3671969120386676,-14.98934591601991,0.3121088435374149,-13.346900338608243,1.6944444444444444
306,306,-0.8090169943749476,0.5877852522924729,0.3642387735686421,-15.272334124352954,0.3000907029478458,-13.55765532716921,1.7
307,307,-0.798635510047293,0.6018150231520479,0.3613844663732429,-15.551450657619618,0.2986848072562357,-14.127663360727627,1.7055555555555555
308,308,-0.7880107536067218,0.6156614753256585,0.3586268028457791,-15.82658390473291,0.3173242630385487,-11.50167966467413,1.711111111111111
309,309,-0.7771459614569708,0.6293203910498375,0.3559593535765993,-16.097626104455614,0.3065306122448979,-13.16769599128564,1.7166666666666666
310,310,-0.7660444431189781,0.6427876096865393,0.3533763391244973,-16.364473058334482,0.3020861678004535,-14.667779007466226,1.7222222222222223
311,311,-0.7547095802227722,0.656059028990507,0.3508725428359313,-16.627023901636118,0.2925623582766439,-13.72858032491345,1.727777777777778
312,312,-0.7431448254773946,0.6691306063588578,0.3484432396783919,-16.885180918584066,0.3237188208616781,-16.50132542689269,1.7333333333333334
313,313,-0.7313537016191703,0.6819983600624986,0.346084137472374,-17.13884939205724,0.297641723356009,-13.704998940176695,1.738888888888889
314,314,-0.7193398003386512,0.6946583704589973,0.3437913278769823,-17.387937480540852,0.2965986394557822,-13.458039732671736,1.7444444444444445
315,315,-0.7071067811865477,0.7071067811865474,0.3415612451615966,-17.632356116954206,0.3188662131519274,-13.320749979585871,1.75
316,316,-0.6946583704589976,0.7193398003386509,0.3393906312770443,-17.872018925278386,0.3080725623582765,-13.765652875893894,1.7555555555555555
317,317,-0.6819983600624983,0.7313537016191707,0.3372765060875337,-18.10684215184698,0.3086621315192743,-17.169345138741615,1.761111111111111
318,318,-0.6691306063588581,0.7431448254773942,0.3352161418796937,-18.33674460885185,0.2911564625850339,-16.10746286669207,1.7666666666666666
319,319,-0.6560590289905074,0.7547095802227719,0.3332070414553849,-18.56164762813098,0.2950566893424036,-14.29904402530497,1.772222222222222
320,320,-0.6427876096865396,0.7660444431189778,0.3312469192587552,-18.781475023695013,0.2931972789115645,-15.281110931082706,1.7777777777777777
321,321,-0.6293203910498378,0.7771459614569706,0.3293336850982474,-18.996153061750025,0.289251700680272,-16.890926066170888,1.7833333333333334
322,322,-0.6156614753256582,0.788010753606722,0.3274654301099728,-19.20561043720644,0.295328798185941,-15.748226218833452,1.788888888888889
323,323,-0.6018150231520483,0.7986355100472928,0.3256404146762419,-19.409778255850167,0.2932879818594103,-15.439991015638968,1.7944444444444445
324,324,-0.5877852522924734,0.8090169943749473,0.3238570580667739,-19.60859002149815,0.2862585034013604,-16.52893351230562,1.8
325,325,-0.5735764363510465,0.8191520442889916,0.3221139296135288,-19.801981627582222,0.2946938775510203,-18.635212308684487,1.805555555555556
326,326,-0.5591929034707466,0.8290375725550418,0.3204097412656036,-19.989891352701964,0.3206802721088435,-15.426631947469378,1.8111111111111111
327,327,-0.544639035015027,0.838670567945424,0.3187433414000986,-20.172259859770715,0.2886167800453513,-17.98359057477998,1.8166666666666669
328,328,-0.529919264233205,0.848048096156426,0.3171137097896741,-20.349030198446627,0.288299319727891,-15.438088960609802,1.8222222222222224
329,329,-0.5150380749100545,0.8571673007021121,0.3155199536487738,-20.520147810600307,0.2899773242630384,-16.022657571887255,1.8277777777777775
330,330,-0.5000000000000004,0.8660254037844384,0.3139613046989519,-20.68556053862215,0.2875736961451246,-16.554946567336266,1.8333333333333333
331,331,-0.4848096202463369,0.8746197071393959,0.3124371172101682,-20.84521863641768,0.2885260770975055,-16.246043139767114,1.8388888888888888
332,332,-0.4694715627858908,0.8829475928589269,0.3109468669897887,-20.999074782979367,0.2891609977324262,-16.861398191040056,1.8444444444444448
333,333,-0.4539904997395469,0.8910065241883678,0.3094901513047314,-21.147084098460013,0.29015873015873,-17.242113321320943,1.85
334,334,-0.4383711467890778,0.8987940462991668,0.3080666897352965,-21.28920416270952,0.2872562358276642,-18.483822994087703,1.855555555555556
335,335,-0.4226182617406992,0.90630778703665,0.3066763259717715,-21.425395036266117,0.2886621315192743,-17.99098906203992,1.8611111111111112
336,336,-0.4067366430758001,0.913545457642601,0.3053190305774371,-21.55561928382713,0.2886621315192743,-19.860274740441174,1.8666666666666667
337,337,-0.3907311284892739,0.9205048534524404,0.3039949047542666,-21.679842000254958,0.286439909297052,-19.57017976160557,1.8722222222222225
338,338,-0.3746065934159123,0.9271838545667872,0.3027041851606611,-21.7980308392038,0.2884353741496598,-16.317130972801387,1.8777777777777775
339,339,-0.3583679495453007,0.9335804264972016,0.3014472498443409,-21.91015604448581,0.2869841269841268,-19.754113893012757,1.8833333333333333
340,340,-0.3420201433256686,0.9396926207859084,0.3002246253681718,-22.016190484327453,0.2877551020408162,-18.310126461703817,1.8888888888888888
341,341,-0.3255681544571567,0.9455185755993168,0.2990369952226206,-22.116109688700835,0.2866213151927436,-18.513900611490037,1.8944444444444444
342,342,-0.3090169943749476,0.9510565162951536,0.2978852096359116,-22.20989188995309,0.2869841269841269,-18.38344634354669,1.9
343,343,-0.2923717047227371,0.9563047559630352,0.2967702969121618,-22.297518066993938,0.2882086167800453,-18.1446509692309,1.9055555555555557
344,344,-0.2756373558169989,0.9612616959383188,0.2956934764491652,-22.37897199334571,0.2917006802721087,-22.086243190484247,1.9111111111111112
345,345,-0.2588190451025207,0.9659258262890684,0.2946561736114342,-22.454240289407185,0.2872108843537413,-20.741883521762333,1.9166666666666667
346,346,-0.2419218955996678,0.9702957262759964,0.2936600366610204,-22.52331247933296,0.2873469387755101,-20.832359226749976,1.9222222222222225
347,347,-0.2249510543438653,0.9743700647852352,0.292706955979063,-22.586181052986657,0.2886621315192743,-17.38536189727392,1.9277777777777776
348,348,-0.2079116908177598,0.9781476007338056,0.2917990858455038,-22.642841533491723,0.2881179138321994,-18.10829631273184,1.9333333333333331
349,349,-0.1908089953765446,0.981627183447664,0.2909388690834829,-22.6932925509716,0.2885260770975055,-17.92524859834392,1.9388888888888889
350,350,-0.1736481776669304,0.984807753012208,0.2901290649194836,-22.737535923151967,0.2868480725623581,-22.10507466884326,1.9444444444444444
351,351,-0.1564344650402311,0.9876883405951375,0.2893727804609591,-22.77557674358594,0.2864852607709749,-17.751633989744175,1.95
352,352,-0.1391731009600658,0.9902680687415704,0.2886735062509048,-22.80742347836352,0.2870748299319727,-20.012395005263592,1.9555555555555555
353,353,-0.1218693434051472,0.992546151641322,0.2880351564246882,-22.83308807227881,0.2866213151927436,-22.67784081707955,1.961111111111111
354,354,-0.1045284632676534,0.9945218953682732,0.2874621140693991,-22.85258606555748,0.2864852607709749,-22.662905214921796,1.9666666666666663
355,355,-0.0871557427476583,0.9961946980917455,0.2869592824713211,-22.865936722388845,0.2858956916099772,-22.688418757993283,1.9722222222222223
356,356,-0.0697564737441256,0.9975640502598242,0.2865321430341527,-22.87316317267197,0.2868027210884352,-21.50820108111529,1.9777777777777776
357,357,-0.0523359562429443,0.9986295347545738,0.2861868207606197,-22.87429256856948,0.285986394557823,-22.847402988600575,1.9833333333333332
358,358,-0.0348994967025008,0.9993908270190958,0.2859301583144903,-22.86935625766941,0.2858956916099772,-22.76723568822479,1.988888888888889
359,359,-0.0174524064372835,0.9998476951563912,0.2857697998202102,-22.858389974796136,0.286439909297052,-22.817636481849167,1.9944444444444445
360,360,-2.4492935982947064e-16,1.0,0.2857142857142861,-22.841434054773543,0.2861678004535146,-22.806299581707272,2.0
361,361,0.017452406437283,0.9998476951563912,0.2857194864098529,-22.88845150874175,0.2862131519274375,-22.816038405495437,2.0055555555555555
362,362,0.0348994967025012,0.9993908270190958,0.2857350701239403,-22.929780994622288,0.2866666666666665,-22.87824551361811,2.011111111111111
363,363,0.0523359562429438,0.9986295347545738,0.28576104971362,-22.965408194327104,0.286439909297052,-22.8894837315766,2.0166666666666666
364,364,0.0697564737441251,0.9975640502598244,0.2857974941890633,-22.995321361317018,0.2858956916099772,-22.70967911522516,2.022222222222222
365,365,0.0871557427476578,0.9961946980917455,0.2858445320725353,-23.01951134653937,0.286439909297052,-22.89055926711322,2.0277777777777777
366,366,0.1045284632676529,0.9945218953682734,0.2859023554657068,-23.03797162664841,0.2860317460317458,-22.90137814776884,2.033333333333333
367,367,0.1218693434051476,0.992546151641322,0.2859712249284332,-23.05069833483911,0.2862585034013604,-22.90117155256967,2.0388888888888888
368,368,0.1391731009600653,0.9902680687415704,0.2860514752929066,-23.05769029467625,0.2867573696145123,-22.86621347708798,2.0444444444444443
369,369,0.1564344650402306,0.9876883405951378,0.2861435225622623,-23.05894905735166,0.2864852607709749,-22.81788206943981,2.05
