i,w,j1,j2,factor_e,exact_e_0,factor_c,calc_e_0,rad
173,173,0.1218693434051475,-0.992546151641322,5.896939004067047,-16.25223601373877,4.975102040816326,-16.241120568165194,0.9611111111111112
174,174,0.1045284632676537,-0.9945218953682732,5.919986700465691,-15.927646570247065,4.610294784580499,-15.91465733905752,0.9666666666666668
175,175,0.0871557427476582,-0.9961946980917455,5.941175069356714,-15.603115125451078,4.278004535147392,-15.58560486650574,0.9722222222222222
176,176,0.0697564737441255,-0.9975640502598242,5.960060339850298,-15.2791229356582,3.9020408163265294,-15.26267774321138,0.9777777777777776
177,177,0.0523359562429438,-0.9986295347545738,5.976110185132935,-14.956197421096196,3.3146031746031746,-14.93892845437865,0.9833333333333332
178,178,0.0348994967025011,-0.9993908270190958,5.988678984018407,-14.634921293616902,2.665351473922903,-14.616949094712016,0.9888888888888888
179,179,0.0174524064372834,-0.9998476951563912,5.996972907950668,-14.315944497445086,1.9078458049886624,-14.30046921446277,0.9944444444444444
180,180,1.2246467991473532e-16,-1.0,5.894846282727073,-14.000000000000009,1.062267573696145,-13.999999909390004,1.0
181,181,-0.0174524064372836,-0.9998476951563912,1.0769230769230012,-14.242201422311425,0.3548299319727891,-13.78858486745029,1.0055555555555555
182,182,-0.0348994967025009,-0.9993908270190958,1.0769230769230749,-14.48006453210236,0.2857142857142856,-13.67091503734731,1.011111111111111
183,183,-0.0523359562429435,-0.9986295347545738,1.0769230769230786,-14.713516873965265,0.2857596371882085,-13.512903604456705,1.0166666666666666
184,184,-0.0697564737441252,-0.9975640502598242,1.076923076923077,-14.942487336055317,2.2333786848072563,-14.34805056005222,1.022222222222222
185,185,-0.0871557427476579,-0.9961946980917455,1.0769230769230616,-15.16690617175169,2.717052154195012,-14.473955439038384,1.0277777777777777
186,186,-0.1045284632676535,-0.9945218953682732,1.076923076923067,-15.386705020902962,2.654784580498866,-14.693306784557626,1.0333333333333334
187,187,-0.1218693434051473,-0.992546151641322,1.0769230769230766,-15.60181693065057,0.9522902494331064,-15.56834792107998,1.038888888888889
188,188,-0.1391731009600655,-0.9902680687415704,1.0769230769230735,-15.812176375822878,1.034013605442177,-15.8037880686225,1.0444444444444445
189,189,-0.1564344650402307,-0.9876883405951378,1.0769230769230735,-16.01771927889515,1.0874829931972787,-16.00836865691158,1.05
190,190,-0.1736481776669304,-0.984807753012208,1.0769230769230724,-16.218383029507933,1.0629024943310654,-16.21780761871538,1.0555555555555556
191,191,-0.1908089953765447,-0.981627183447664,1.0769230769230709,-16.414106503538918,1.0829931972789115,-16.412513919419045,1.0611111111111111
192,192,-0.2079116908177595,-0.9781476007338056,1.0769230769230722,-16.6048300817219,1.0822675736961451,-16.602755050539333,1.0666666666666669
193,193,-0.2249510543438649,-0.9743700647852352,1.076923076923071,-16.790495667807406,1.0090249433106575,-16.409583808130357,1.0722222222222222
194,194,-0.2419218955996675,-0.9702957262759964,1.0769230769230735,-16.971046706259283,1.0679365079365075,-16.970939609419975,1.0777777777777775
195,195,-0.2588190451025208,-0.9659258262890684,1.0769230769230724,-17.146428199482216,1.0774149659863943,-17.146266794577425,1.0833333333333333
196,196,-0.275637355816999,-0.9612616959383188,1.0769230769230729,-17.31658672457444,1.0798639455782313,-17.31657810262124,1.0888888888888888
197,197,-0.2923717047227367,-0.9563047559630354,1.0769230769230722,-17.481470449600838,1.0785487528344673,-17.481410513102286,1.0944444444444446
198,198,-0.3090169943749473,-0.9510565162951536,1.0769230769230704,-17.641029149381392,0.2896145124716552,-16.13535873408765,1.1
199,199,-0.3255681544571567,-0.9455185755993168,1.076923076923072,-17.79521422079062,1.0751020408163263,-17.782076448761185,1.1055555555555556
200,200,-0.3420201433256686,-0.9396926207859084,1.0769230769230729,-17.94397869756206,1.0829024943310654,-17.941494535428436,1.1111111111111112
201,201,-0.3583679495453004,-0.9335804264972016,1.0769230769230709,-18.08727726459501,1.0772335600907028,-18.087203644571066,1.1166666666666667
202,202,-0.374606593415912,-0.9271838545667874,1.076923076923073,-18.22506627175777,0.9811337868480726,-17.376282318455868,1.1222222222222222
203,203,-0.3907311284892735,-0.9205048534524404,1.0769230769230744,-18.357303747183995,1.0780045351473924,-18.35440015335865,1.1277777777777778
204,204,-0.4067366430758002,-0.9135454576426008,1.076923076923073,-18.48394941005763,1.0760090702947849,-18.480916435881245,1.1333333333333333
205,205,-0.4226182617406993,-0.90630778703665,1.076923076923073,-18.604964682882883,1.083809523809524,-18.60469286116701,1.1388888888888888
206,206,-0.4383711467890774,-0.8987940462991669,1.0769230769230729,-18.720312703235383,0.9700226757369615,-17.833625860257417,1.1444444444444444
207,207,-0.4539904997395467,-0.8910065241883679,1.076923076923074,-18.829958334990813,1.072562358276644,-18.82909887619249,1.15
208,208,-0.4694715627858908,-0.8829475928589269,1.0769230769230724,-18.93386817902746,0.9115192743764172,-17.423974671195477,1.1555555555555554
